hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps
11:42:00,2173,4313-10,TERM. PQ. D. PEDRO II - TERM. CID. TIRADENTES,31251,-46.408069,-23.5824,2025-09-12 14:42:18+00:00
11:42:00,2173,4313-10,TERM. PQ. D. PEDRO II - TERM. CID. TIRADENTES,31256,-46.4871115,-23.5863405,2025-09-12 14:42:16+00:00
11:42:00,2173,4313-10,TERM. PQ. D. PEDRO II - TERM. CID. TIRADENTES,31084,-46.407562999999996,-23.5824475,2025-09-12 14:41:40+00:00
11:42:00,2173,4313-10,TERM. PQ. D. PEDRO II - TERM. CID. TIRADENTES,31239,-46.410665625,-23.58138925,2025-09-12 14:42:06+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11465,-46.64217575,-23.54132525,2025-09-12 14:42:16+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11748,-46.726277,-23.487035499999998,2025-09-12 14:42:15+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11751,-46.7265645,-23.486878500000003,2025-09-12 14:41:46+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11747,-46.70682,-23.50033275,2025-09-12 14:42:11+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11738,-46.7265645,-23.486878500000003,2025-09-12 14:41:49+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11744,-46.654653249999996,-23.534374125000003,2025-09-12 14:41:46+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11746,-46.6859635,-23.525014749999997,2025-09-12 14:41:54+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11743,-46.640784,-23.5476045,2025-09-12 14:42:13+00:00
11:42:00,1265,8400-10,PÇA. RAMOS DE AZEVEDO - TERM. PIRITUBA,11754,-46.698377,-23.516236999999997,2025-09-12 14:41:51+00:00
11:42:00,34955,4014-10,TERM. VL. CARRÃO - JD. VL. CARRÃO,48838,-46.4552595,-23.611348,2025-09-12 14:42:13+00:00
11:42:00,34955,4014-10,TERM. VL. CARRÃO - JD. VL. CARRÃO,48729,-46.47094425,-23.5979825,2025-09-12 14:41:39+00:00
11:42:00,34955,4014-10,TERM. VL. CARRÃO - JD. VL. CARRÃO,48836,-46.51288475,-23.565191,2025-09-12 14:41:37+00:00
